ID,Type,Level,Title,Description,Zone,Time,Camera ID,Resolved
1774763429,overcrowding,danger,Critical Overcrowding Detected,Density level: HIGH with 27 people detected,Zone B,2026-03-29T11:20:29.290181,4,False
1774763434,overcrowding,danger,Critical Overcrowding Detected,Density level: HIGH with 26 people detected,Zone A,2026-03-29T11:20:34.844053,4,False
1774763457,overcrowding,danger,Critical Overcrowding Detected,Density level: HIGH with 29 people detected,Zone B,2026-03-29T11:20:57.046767,4,False
1774763470,overcrowding,danger,Critical Overcrowding Detected,Density level: HIGH with 26 people detected,Zone A,2026-03-29T11:21:10.173008,4,False
1774763500,overcrowding,danger,Critical Overcrowding Detected,Density level: HIGH with 26 people detected,Zone B,2026-03-29T11:21:40.242216,4,False
1774763515,overcrowding,danger,Critical Overcrowding Detected,Density level: HIGH with 27 people detected,Zone B,2026-03-29T11:21:55.480312,4,False
1774763524,overcrowding,danger,Critical Overcrowding Detected,Density level: HIGH with 27 people detected,Zone A,2026-03-29T11:22:04.279962,4,False
1774763574,overcrowding,danger,Critical Overcrowding Detected,Density level: HIGH with 29 people detected,Zone B,2026-03-29T11:22:54.095393,4,False
1774763587,overcrowding,danger,Critical Overcrowding Detected,Density level: HIGH with 26 people detected,Zone A,2026-03-29T11:23:07.586005,4,False
1774763618,overcrowding,danger,Critical Overcrowding Detected,Density level: HIGH with 26 people detected,Zone B,2026-03-29T11:23:38.577313,4,False
1774763635,overcrowding,danger,Critical Overcrowding Detected,Density level: HIGH with 27 people detected,Zone B,2026-03-29T11:23:55.399813,4,False
1774763644,overcrowding,danger,Critical Overcrowding Detected,Density level: HIGH with 27 people detected,Zone A,2026-03-29T11:24:04.410172,4,False
1774763687,overcrowding,danger,Critical Overcrowding Detected,Density level: HIGH with 29 people detected,Zone B,2026-03-29T11:24:47.973991,4,False
1774763700,overcrowding,danger,Critical Overcrowding Detected,Density level: HIGH with 26 people detected,Zone A,2026-03-29T11:25:00.204853,4,False
1774763729,overcrowding,danger,Critical Overcrowding Detected,Density level: HIGH with 26 people detected,Zone B,2026-03-29T11:25:29.963817,4,False
1774763745,overcrowding,danger,Critical Overcrowding Detected,Density level: HIGH with 27 people detected,Zone B,2026-03-29T11:25:45.219894,4,False
1774763753,overcrowding,danger,Critical Overcrowding Detected,Density level: HIGH with 27 people detected,Zone A,2026-03-29T11:25:53.652689,4,False
1774763802,overcrowding,danger,Critical Overcrowding Detected,Density level: HIGH with 29 people detected,Zone B,2026-03-29T11:26:42.410545,4,False
1774763814,overcrowding,danger,Critical Overcrowding Detected,Density level: HIGH with 26 people detected,Zone A,2026-03-29T11:26:54.606134,4,False
1774763844,overcrowding,danger,Critical Overcrowding Detected,Density level: HIGH with 26 people detected,Zone B,2026-03-29T11:27:24.147445,4,False
1774763858,overcrowding,danger,Critical Overcrowding Detected,Density level: HIGH with 27 people detected,Zone B,2026-03-29T11:27:38.558905,4,False
1774763867,overcrowding,danger,Critical Overcrowding Detected,Density level: HIGH with 27 people detected,Zone A,2026-03-29T11:27:47.210949,4,False
1774763909,overcrowding,danger,Critical Overcrowding Detected,Density level: HIGH with 29 people detected,Zone B,2026-03-29T11:28:29.875209,4,False
1774763919,overcrowding,danger,Critical Overcrowding Detected,Density level: HIGH with 26 people detected,Zone A,2026-03-29T11:28:39.844024,4,False
1774763941,overcrowding,danger,Critical Overcrowding Detected,Density level: HIGH with 26 people detected,Zone B,2026-03-29T11:29:01.695933,4,False
1774763952,overcrowding,danger,Critical Overcrowding Detected,Density level: HIGH with 27 people detected,Zone B,2026-03-29T11:29:12.770183,4,False
1774763959,overcrowding,danger,Critical Overcrowding Detected,Density level: HIGH with 27 people detected,Zone A,2026-03-29T11:29:19.445930,4,False
1774763997,overcrowding,danger,Critical Overcrowding Detected,Density level: HIGH with 29 people detected,Zone B,2026-03-29T11:29:57.362911,4,False
1774764008,overcrowding,danger,Critical Overcrowding Detected,Density level: HIGH with 26 people detected,Zone A,2026-03-29T11:30:08.368162,4,False
1774764032,overcrowding,danger,Critical Overcrowding Detected,Density level: HIGH with 26 people detected,Zone B,2026-03-29T11:30:32.693804,4,False
1774764044,overcrowding,danger,Critical Overcrowding Detected,Density level: HIGH with 27 people detected,Zone B,2026-03-29T11:30:44.564333,4,False
1774764052,overcrowding,danger,Critical Overcrowding Detected,Density level: HIGH with 27 people detected,Zone A,2026-03-29T11:30:52.361534,4,False
1774764091,overcrowding,danger,Critical Overcrowding Detected,Density level: HIGH with 29 people detected,Zone B,2026-03-29T11:31:31.095900,4,False
1774764101,overcrowding,danger,Critical Overcrowding Detected,Density level: HIGH with 26 people detected,Zone A,2026-03-29T11:31:41.320209,4,False
1774764125,overcrowding,danger,Critical Overcrowding Detected,Density level: HIGH with 26 people detected,Zone B,2026-03-29T11:32:05.355857,4,False
1774764136,overcrowding,danger,Critical Overcrowding Detected,Density level: HIGH with 27 people detected,Zone B,2026-03-29T11:32:16.762566,4,False
1774764143,overcrowding,danger,Critical Overcrowding Detected,Density level: HIGH with 27 people detected,Zone A,2026-03-29T11:32:23.050076,4,False
1774764182,overcrowding,danger,Critical Overcrowding Detected,Density level: HIGH with 29 people detected,Zone B,2026-03-29T11:33:02.876866,4,False
1774764192,overcrowding,danger,Critical Overcrowding Detected,Density level: HIGH with 26 people detected,Zone A,2026-03-29T11:33:12.986286,4,False
1774764217,overcrowding,danger,Critical Overcrowding Detected,Density level: HIGH with 26 people detected,Zone B,2026-03-29T11:33:37.442625,4,False
1774764229,overcrowding,danger,Critical Overcrowding Detected,Density level: HIGH with 27 people detected,Zone B,2026-03-29T11:33:49.272296,4,False
1774764236,overcrowding,danger,Critical Overcrowding Detected,Density level: HIGH with 27 people detected,Zone A,2026-03-29T11:33:56.484377,4,False
1774764275,overcrowding,danger,Critical Overcrowding Detected,Density level: HIGH with 29 people detected,Zone B,2026-03-29T11:34:35.678015,4,False
1774764443,overcrowding,danger,Critical Overcrowding Detected,Density level: HIGH with 29 people detected,Zone B,2026-03-29T11:37:23.074158,4,False
1774765194,overcrowding,danger,Critical Overcrowding Detected,Density level: HIGH with 26 people detected,Zone A,2026-03-29T11:49:54.801974,4,False
1774765217,overcrowding,danger,Critical Overcrowding Detected,Density level: HIGH with 26 people detected,Zone B,2026-03-29T11:50:17.385352,4,False
1774765225,overcrowding,danger,Critical Overcrowding Detected,Density level: HIGH with 27 people detected,Zone B,2026-03-29T11:50:25.499440,4,False
1774765230,overcrowding,danger,Critical Overcrowding Detected,Density level: HIGH with 27 people detected,Zone A,2026-03-29T11:50:30.498118,4,False
1774765255,overcrowding,danger,Critical Overcrowding Detected,Density level: HIGH with 29 people detected,Zone B,2026-03-29T11:50:55.746421,4,False
1774765261,overcrowding,danger,Critical Overcrowding Detected,Density level: HIGH with 26 people detected,Zone A,2026-03-29T11:51:01.914458,4,False
1774765276,overcrowding,danger,Critical Overcrowding Detected,Density level: HIGH with 26 people detected,Zone B,2026-03-29T11:51:16.746963,4,False
1774765283,overcrowding,danger,Critical Overcrowding Detected,Density level: HIGH with 27 people detected,Zone B,2026-03-29T11:51:23.935035,4,False
1774765290,overcrowding,danger,Critical Overcrowding Detected,Density level: HIGH with 26 people detected,Zone A,2026-03-29T11:51:30.578298,4,False
1774765312,overcrowding,danger,Critical Overcrowding Detected,Density level: HIGH with 29 people detected,Zone B,2026-03-29T11:51:52.445621,4,False
1774765318,overcrowding,danger,Critical Overcrowding Detected,Density level: HIGH with 26 people detected,Zone A,2026-03-29T11:51:58.460880,4,False
1774765333,overcrowding,danger,Critical Overcrowding Detected,Density level: HIGH with 26 people detected,Zone B,2026-03-29T11:52:13.476364,4,False
1774765340,overcrowding,danger,Critical Overcrowding Detected,Density level: HIGH with 27 people detected,Zone B,2026-03-29T11:52:20.578513,4,False
1774765346,overcrowding,danger,Critical Overcrowding Detected,Density level: HIGH with 26 people detected,Zone A,2026-03-29T11:52:26.442362,4,False
1774765368,overcrowding,danger,Critical Overcrowding Detected,Density level: HIGH with 29 people detected,Zone B,2026-03-29T11:52:48.742178,4,False
1774765374,overcrowding,danger,Critical Overcrowding Detected,Density level: HIGH with 26 people detected,Zone A,2026-03-29T11:52:54.756064,4,False
1774765388,overcrowding,danger,Critical Overcrowding Detected,Density level: HIGH with 26 people detected,Zone B,2026-03-29T11:53:08.773226,4,False
1774765395,overcrowding,danger,Critical Overcrowding Detected,Density level: HIGH with 27 people detected,Zone B,2026-03-29T11:53:15.720209,4,False
1774765401,overcrowding,danger,Critical Overcrowding Detected,Density level: HIGH with 26 people detected,Zone A,2026-03-29T11:53:21.509346,4,False
1774765433,overcrowding,danger,Critical Overcrowding Detected,Density level: HIGH with 29 people detected,Zone B,2026-03-29T11:53:53.411365,4,False
1774765442,overcrowding,danger,Critical Overcrowding Detected,Density level: HIGH with 26 people detected,Zone A,2026-03-29T11:54:02.057100,4,False
1774765462,overcrowding,danger,Critical Overcrowding Detected,Density level: HIGH with 26 people detected,Zone B,2026-03-29T11:54:22.352557,4,False
1774765472,overcrowding,danger,Critical Overcrowding Detected,Density level: HIGH with 27 people detected,Zone B,2026-03-29T11:54:32.465996,4,False
1774765479,overcrowding,danger,Critical Overcrowding Detected,Density level: HIGH with 27 people detected,Zone A,2026-03-29T11:54:39.030527,4,False
1774765515,overcrowding,danger,Critical Overcrowding Detected,Density level: HIGH with 29 people detected,Zone B,2026-03-29T11:55:15.324613,4,False
1774765523,overcrowding,danger,Critical Overcrowding Detected,Density level: HIGH with 26 people detected,Zone A,2026-03-29T11:55:23.567988,4,False
1774765545,overcrowding,danger,Critical Overcrowding Detected,Density level: HIGH with 26 people detected,Zone B,2026-03-29T11:55:45.595817,4,False
1774765556,overcrowding,danger,Critical Overcrowding Detected,Density level: HIGH with 27 people detected,Zone B,2026-03-29T11:55:56.294080,4,False
1774765562,overcrowding,danger,Critical Overcrowding Detected,Density level: HIGH with 27 people detected,Zone A,2026-03-29T11:56:02.684285,4,False
1774765598,overcrowding,danger,Critical Overcrowding Detected,Density level: HIGH with 29 people detected,Zone B,2026-03-29T11:56:38.625857,4,False
1774766474,overcrowding,danger,Critical Overcrowding Detected,Density level: HIGH with 26 people detected,Zone A,2026-03-29T12:11:14.213701,4,False
1774766498,overcrowding,danger,Critical Overcrowding Detected,Density level: HIGH with 26 people detected,Zone B,2026-03-29T12:11:38.214379,4,False
1774766506,overcrowding,danger,Critical Overcrowding Detected,Density level: HIGH with 27 people detected,Zone B,2026-03-29T12:11:46.879815,4,False
1774766513,overcrowding,danger,Critical Overcrowding Detected,Density level: HIGH with 26 people detected,Zone A,2026-03-29T12:11:53.374139,4,False
1782554045,overcrowding,danger,Critical Overcrowding Detected,Density level: HIGH with 29 people detected,Zone B,2026-06-27T15:24:05.558395,4,False
1782554064,overcrowding,danger,Critical Overcrowding Detected,Density level: HIGH with 26 people detected,Zone A,2026-06-27T15:24:24.674143,4,False
1782554110,overcrowding,danger,Critical Overcrowding Detected,Density level: HIGH with 26 people detected,Zone B,2026-06-27T15:25:10.944573,4,False
1782554131,overcrowding,danger,Critical Overcrowding Detected,Density level: HIGH with 27 people detected,Zone B,2026-06-27T15:25:31.906015,4,False
1782554144,overcrowding,danger,Critical Overcrowding Detected,Density level: HIGH with 27 people detected,Zone A,2026-06-27T15:25:44.940011,4,False
1782554151,overcrowding,danger,Critical Overcrowding Detected,Density level: HIGH with 26 people detected,Zone A,2026-06-27T15:25:51.888981,4,False
